timestamp,container,cpu_perc,mem_usage,mem_perc,pids,mem_total_gb,mem_available_gb,mem_available_pct,swap_total_gb,swap_free_gb,swap_used_pct,psi_some_avg10,psi_some_avg60,psi_full_avg10,psi_full_avg60
2026-05-04T05:16:18.942895+00:00,llama-swap,1.82%,164.2MiB / 119.7GiB,0.13%,27,119.694,77.827,65.02,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:18.942934+00:00,librechat,0.06%,260.9MiB / 119.7GiB,0.21%,29,119.694,77.827,65.02,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:18.942945+00:00,litellm,0.13%,546.3MiB / 119.7GiB,0.45%,5,119.694,77.827,65.02,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:18.942954+00:00,librechat-mongodb,0.39%,57.83MiB / 119.7GiB,0.05%,50,119.694,77.827,65.02,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:18.942962+00:00,ls-unsloth-granite-4.1-8b-q5-128k,88.95%,363MiB / 119.7GiB,0.30%,25,119.694,77.827,65.02,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:21.976112+00:00,ls-unsloth-granite-4.1-8b-q5-128k,100.15%,907.3MiB / 119.7GiB,0.74%,25,119.694,84.436,70.54,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:21.976139+00:00,llama-swap,0.00%,164.2MiB / 119.7GiB,0.13%,27,119.694,84.436,70.54,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:21.976145+00:00,librechat,0.01%,260.7MiB / 119.7GiB,0.21%,29,119.694,84.436,70.54,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:21.976150+00:00,litellm,0.09%,546.3MiB / 119.7GiB,0.45%,5,119.694,84.436,70.54,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:21.976155+00:00,librechat-mongodb,0.36%,58.57MiB / 119.7GiB,0.05%,50,119.694,84.436,70.54,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:25.004574+00:00,ls-unsloth-granite-4.1-8b-q5-128k,100.14%,939.1MiB / 119.7GiB,0.77%,25,119.694,84.414,70.52,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:25.004611+00:00,llama-swap,0.00%,164.2MiB / 119.7GiB,0.13%,27,119.694,84.414,70.52,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:25.004622+00:00,librechat,0.06%,261.2MiB / 119.7GiB,0.21%,29,119.694,84.414,70.52,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:25.004631+00:00,litellm,0.10%,546.3MiB / 119.7GiB,0.45%,5,119.694,84.414,70.52,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:25.004640+00:00,librechat-mongodb,0.36%,58.53MiB / 119.7GiB,0.05%,50,119.694,84.414,70.52,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:28.033650+00:00,ls-unsloth-granite-4.1-8b-q5-128k,100.24%,942.7MiB / 119.7GiB,0.77%,25,119.694,84.381,70.5,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:28.033689+00:00,llama-swap,0.00%,164.2MiB / 119.7GiB,0.13%,27,119.694,84.381,70.5,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:28.033700+00:00,librechat,0.01%,261MiB / 119.7GiB,0.21%,29,119.694,84.381,70.5,16.0,15.969,0.19,0.00,0.00,0.00,0.00
2026-05-04T05:16:28.033709+00:00,litellm,0.10%,546.3MiB / 119.7GiB,0.45%,5,119.694,84.381,70.5,16.0,15.969,0.19,0.00,0.00,0.00,0.00
